module_name,rel_path,remove,category,reason
i2c-scmi,kernel/drivers/i2c/busses/i2c-scmi.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i2c-scmi); unneeded on cloud virtual machines.
i2c-simtec,kernel/drivers/i2c/busses/i2c-simtec.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i2c-simtec); unneeded on cloud virtual machines.
i2c-sis5595,kernel/drivers/i2c/busses/i2c-sis5595.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i2c-sis5595); unneeded on cloud virtual machines.
i2c-sis630,kernel/drivers/i2c/busses/i2c-sis630.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i2c-sis630); unneeded on cloud virtual machines.
i2c-sis96x,kernel/drivers/i2c/busses/i2c-sis96x.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i2c-sis96x); unneeded on cloud virtual machines.
i2c-slave-eeprom,kernel/drivers/i2c/i2c-slave-eeprom.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i2c-slave-eeprom); unneeded on cloud virtual machines.
i2c-smbus,kernel/drivers/i2c/i2c-smbus.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i2c-smbus); unneeded on cloud virtual machines.
i2c-stub,kernel/drivers/i2c/i2c-stub.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i2c-stub); unneeded on cloud virtual machines.
i2c-taos-evm,kernel/drivers/i2c/busses/i2c-taos-evm.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i2c-taos-evm); unneeded on cloud virtual machines.
i2c-tiny-usb,kernel/drivers/i2c/busses/i2c-tiny-usb.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i2c-tiny-usb); unneeded on cloud virtual machines.
i2c-usbio,kernel/drivers/i2c/busses/i2c-usbio.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i2c-usbio); unneeded on cloud virtual machines.
i2c-via,kernel/drivers/i2c/busses/i2c-via.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i2c-via); unneeded on cloud virtual machines.
i2c-viai2c-common,kernel/drivers/i2c/busses/i2c-viai2c-common.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i2c-viai2c-common); unneeded on cloud virtual machines.
i2c-viai2c-zhaoxin,kernel/drivers/i2c/busses/i2c-viai2c-zhaoxin.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i2c-viai2c-zhaoxin); unneeded on cloud virtual machines.
i2c-viapro,kernel/drivers/i2c/busses/i2c-viapro.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i2c-viapro); unneeded on cloud virtual machines.
i2c-viperboard,kernel/drivers/i2c/busses/i2c-viperboard.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i2c-viperboard); unneeded on cloud virtual machines.
i2c-xiic,kernel/drivers/i2c/busses/i2c-xiic.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i2c-xiic); unneeded on cloud virtual machines.
i8254,kernel/drivers/counter/i8254.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (i8254); unneeded on cloud virtual machines.
idma64,kernel/drivers/dma/idma64.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (idma64); unneeded on cloud virtual machines.
idxd,kernel/drivers/dma/idxd/idxd.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (idxd); unneeded on cloud virtual machines.
idxd_bus,kernel/drivers/dma/idxd/idxd_bus.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (idxd_bus); unneeded on cloud virtual machines.
intel-qep,kernel/drivers/counter/intel-qep.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (intel-qep); unneeded on cloud virtual machines.
interrupt-cnt,kernel/drivers/counter/interrupt-cnt.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (interrupt-cnt); unneeded on cloud virtual machines.
ioatdma,kernel/drivers/dma/ioat/ioatdma.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (ioatdma); unneeded on cloud virtual machines.
mux-adg792a,kernel/drivers/mux/mux-adg792a.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (mux-adg792a); unneeded on cloud virtual machines.
mux-adgs1408,kernel/drivers/mux/mux-adgs1408.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (mux-adgs1408); unneeded on cloud virtual machines.
mux-core,kernel/drivers/mux/mux-core.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (mux-core); unneeded on cloud virtual machines.
mux-gpio,kernel/drivers/mux/mux-gpio.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (mux-gpio); unneeded on cloud virtual machines.
peci,kernel/drivers/peci/peci.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (peci); unneeded on cloud virtual machines.
peci-cpu,kernel/drivers/peci/peci-cpu.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (peci-cpu); unneeded on cloud virtual machines.
pinctrl-alderlake,kernel/drivers/pinctrl/intel/pinctrl-alderlake.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-alderlake); unneeded on cloud virtual machines.
pinctrl-amdisp,kernel/drivers/pinctrl/pinctrl-amdisp.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-amdisp); unneeded on cloud virtual machines.
pinctrl-broxton,kernel/drivers/pinctrl/intel/pinctrl-broxton.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-broxton); unneeded on cloud virtual machines.
pinctrl-cannonlake,kernel/drivers/pinctrl/intel/pinctrl-cannonlake.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-cannonlake); unneeded on cloud virtual machines.
pinctrl-cedarfork,kernel/drivers/pinctrl/intel/pinctrl-cedarfork.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-cedarfork); unneeded on cloud virtual machines.
pinctrl-cs42l43,kernel/drivers/pinctrl/cirrus/pinctrl-cs42l43.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-cs42l43); unneeded on cloud virtual machines.
pinctrl-cy8c95x0,kernel/drivers/pinctrl/pinctrl-cy8c95x0.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-cy8c95x0); unneeded on cloud virtual machines.
pinctrl-da9062,kernel/drivers/pinctrl/pinctrl-da9062.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-da9062); unneeded on cloud virtual machines.
pinctrl-denverton,kernel/drivers/pinctrl/intel/pinctrl-denverton.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-denverton); unneeded on cloud virtual machines.
pinctrl-elkhartlake,kernel/drivers/pinctrl/intel/pinctrl-elkhartlake.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-elkhartlake); unneeded on cloud virtual machines.
pinctrl-emmitsburg,kernel/drivers/pinctrl/intel/pinctrl-emmitsburg.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-emmitsburg); unneeded on cloud virtual machines.
pinctrl-geminilake,kernel/drivers/pinctrl/intel/pinctrl-geminilake.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-geminilake); unneeded on cloud virtual machines.
pinctrl-icelake,kernel/drivers/pinctrl/intel/pinctrl-icelake.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-icelake); unneeded on cloud virtual machines.
pinctrl-intel-platform,kernel/drivers/pinctrl/intel/pinctrl-intel-platform.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-intel-platform); unneeded on cloud virtual machines.
pinctrl-jasperlake,kernel/drivers/pinctrl/intel/pinctrl-jasperlake.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-jasperlake); unneeded on cloud virtual machines.
pinctrl-lakefield,kernel/drivers/pinctrl/intel/pinctrl-lakefield.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-lakefield); unneeded on cloud virtual machines.
pinctrl-lewisburg,kernel/drivers/pinctrl/intel/pinctrl-lewisburg.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-lewisburg); unneeded on cloud virtual machines.
pinctrl-lynxpoint,kernel/drivers/pinctrl/intel/pinctrl-lynxpoint.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-lynxpoint); unneeded on cloud virtual machines.
pinctrl-madera,kernel/drivers/pinctrl/cirrus/pinctrl-madera.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-madera); unneeded on cloud virtual machines.
pinctrl-max7360,kernel/drivers/pinctrl/pinctrl-max7360.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-max7360); unneeded on cloud virtual machines.
pinctrl-mcp23s08,kernel/drivers/pinctrl/pinctrl-mcp23s08.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-mcp23s08); unneeded on cloud virtual machines.
pinctrl-mcp23s08_i2c,kernel/drivers/pinctrl/pinctrl-mcp23s08_i2c.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-mcp23s08_i2c); unneeded on cloud virtual machines.
pinctrl-mcp23s08_spi,kernel/drivers/pinctrl/pinctrl-mcp23s08_spi.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-mcp23s08_spi); unneeded on cloud virtual machines.
pinctrl-meteorlake,kernel/drivers/pinctrl/intel/pinctrl-meteorlake.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-meteorlake); unneeded on cloud virtual machines.
pinctrl-meteorpoint,kernel/drivers/pinctrl/intel/pinctrl-meteorpoint.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-meteorpoint); unneeded on cloud virtual machines.
pinctrl-sunrisepoint,kernel/drivers/pinctrl/intel/pinctrl-sunrisepoint.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-sunrisepoint); unneeded on cloud virtual machines.
pinctrl-tigerlake,kernel/drivers/pinctrl/intel/pinctrl-tigerlake.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-tigerlake); unneeded on cloud virtual machines.
pinctrl-upboard,kernel/drivers/pinctrl/pinctrl-upboard.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pinctrl-upboard); unneeded on cloud virtual machines.
plx_dma,kernel/drivers/dma/plx_dma.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (plx_dma); unneeded on cloud virtual machines.
ptdma,kernel/drivers/dma/amd/ptdma/ptdma.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (ptdma); unneeded on cloud virtual machines.
pwm-clk,kernel/drivers/pwm/pwm-clk.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pwm-clk); unneeded on cloud virtual machines.
pwm-dwc,kernel/drivers/pwm/pwm-dwc.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pwm-dwc); unneeded on cloud virtual machines.
pwm-dwc-core,kernel/drivers/pwm/pwm-dwc-core.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pwm-dwc-core); unneeded on cloud virtual machines.
pwm-gpio,kernel/drivers/pwm/pwm-gpio.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pwm-gpio); unneeded on cloud virtual machines.
pwm-iqs620a,kernel/drivers/pwm/pwm-iqs620a.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pwm-iqs620a); unneeded on cloud virtual machines.
pwm-lp3943,kernel/drivers/pwm/pwm-lp3943.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pwm-lp3943); unneeded on cloud virtual machines.
pwm-max7360,kernel/drivers/pwm/pwm-max7360.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pwm-max7360); unneeded on cloud virtual machines.
pwm-pca9685,kernel/drivers/pwm/pwm-pca9685.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pwm-pca9685); unneeded on cloud virtual machines.
pwm-twl,kernel/drivers/pwm/pwm-twl.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pwm-twl); unneeded on cloud virtual machines.
pwm-twl-led,kernel/drivers/pwm/pwm-twl-led.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (pwm-twl-led); unneeded on cloud virtual machines.
regmap-i3c,kernel/drivers/base/regmap/regmap-i3c.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (regmap-i3c); unneeded on cloud virtual machines.
regmap-sccb,kernel/drivers/base/regmap/regmap-sccb.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (regmap-sccb); unneeded on cloud virtual machines.
regmap-sdw,kernel/drivers/base/regmap/regmap-sdw.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (regmap-sdw); unneeded on cloud virtual machines.
regmap-sdw-mbq,kernel/drivers/base/regmap/regmap-sdw-mbq.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (regmap-sdw-mbq); unneeded on cloud virtual machines.
regmap-slimbus,kernel/drivers/base/regmap/regmap-slimbus.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (regmap-slimbus); unneeded on cloud virtual machines.
regmap-spi-avmm,kernel/drivers/base/regmap/regmap-spi-avmm.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (regmap-spi-avmm); unneeded on cloud virtual machines.
regmap-spmi,kernel/drivers/base/regmap/regmap-spmi.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (regmap-spmi); unneeded on cloud virtual machines.
regmap-w1,kernel/drivers/base/regmap/regmap-w1.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (regmap-w1); unneeded on cloud virtual machines.
reset-gpio,kernel/drivers/reset/reset-gpio.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (reset-gpio); unneeded on cloud virtual machines.
reset-ti-syscon,kernel/drivers/reset/reset-ti-syscon.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (reset-ti-syscon); unneeded on cloud virtual machines.
reset-tps380x,kernel/drivers/reset/reset-tps380x.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (reset-tps380x); unneeded on cloud virtual machines.
sf-pdma,kernel/drivers/dma/sf-pdma/sf-pdma.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (sf-pdma); unneeded on cloud virtual machines.
siox-bus-gpio,kernel/drivers/siox/siox-bus-gpio.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (siox-bus-gpio); unneeded on cloud virtual machines.
siox-core,kernel/drivers/siox/siox-core.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (siox-core); unneeded on cloud virtual machines.
slimbus,kernel/drivers/slimbus/slimbus.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (slimbus); unneeded on cloud virtual machines.
spmi,kernel/drivers/spmi/spmi.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (spmi); unneeded on cloud virtual machines.
spmi-devres,kernel/drivers/spmi/spmi-devres.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (spmi-devres); unneeded on cloud virtual machines.
xdma,kernel/drivers/dma/xilinx/xdma.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (xdma); unneeded on cloud virtual machines.
xilinx_dma,kernel/drivers/dma/xilinx/xilinx_dma.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (xilinx_dma); unneeded on cloud virtual machines.
xlnx_vcu,kernel/drivers/clk/xilinx/xlnx_vcu.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (xlnx_vcu); unneeded on cloud virtual machines.
zl3073x,kernel/drivers/dpll/zl3073x/zl3073x.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (zl3073x); unneeded on cloud virtual machines.
zl3073x_i2c,kernel/drivers/dpll/zl3073x/zl3073x_i2c.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (zl3073x_i2c); unneeded on cloud virtual machines.
zl3073x_spi,kernel/drivers/dpll/zl3073x/zl3073x_spi.ko.zst,Yes,Physical Motherboard & SoC Busses,Physical motherboard/SoC bus or pin controller (zl3073x_spi); unneeded on cloud virtual machines.
acquirewdt,kernel/drivers/watchdog/acquirewdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (acquirewdt); virtual machines use softdog or virtual i6300esb.
advantech_ec_wdt,kernel/drivers/watchdog/advantech_ec_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (advantech_ec_wdt); virtual machines use softdog or virtual i6300esb.
advantechwdt,kernel/drivers/watchdog/advantechwdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (advantechwdt); virtual machines use softdog or virtual i6300esb.
alim1535_wdt,kernel/drivers/watchdog/alim1535_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (alim1535_wdt); virtual machines use softdog or virtual i6300esb.
alim7101_wdt,kernel/drivers/watchdog/alim7101_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (alim7101_wdt); virtual machines use softdog or virtual i6300esb.
cadence_wdt,kernel/drivers/watchdog/cadence_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (cadence_wdt); virtual machines use softdog or virtual i6300esb.
cgbc_wdt,kernel/drivers/watchdog/cgbc_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (cgbc_wdt); virtual machines use softdog or virtual i6300esb.
cros_ec_wdt,kernel/drivers/watchdog/cros_ec_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (cros_ec_wdt); virtual machines use softdog or virtual i6300esb.
da9052_wdt,kernel/drivers/watchdog/da9052_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (da9052_wdt); virtual machines use softdog or virtual i6300esb.
da9055_wdt,kernel/drivers/watchdog/da9055_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (da9055_wdt); virtual machines use softdog or virtual i6300esb.
da9062_wdt,kernel/drivers/watchdog/da9062_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (da9062_wdt); virtual machines use softdog or virtual i6300esb.
da9063_wdt,kernel/drivers/watchdog/da9063_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (da9063_wdt); virtual machines use softdog or virtual i6300esb.
dw_wdt,kernel/drivers/watchdog/dw_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (dw_wdt); virtual machines use softdog or virtual i6300esb.
ebc-c384_wdt,kernel/drivers/watchdog/ebc-c384_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (ebc-c384_wdt); virtual machines use softdog or virtual i6300esb.
eurotechwdt,kernel/drivers/watchdog/eurotechwdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (eurotechwdt); virtual machines use softdog or virtual i6300esb.
exar_wdt,kernel/drivers/watchdog/exar_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (exar_wdt); virtual machines use softdog or virtual i6300esb.
f71808e_wdt,kernel/drivers/watchdog/f71808e_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (f71808e_wdt); virtual machines use softdog or virtual i6300esb.
hpwdt,kernel/drivers/watchdog/hpwdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (hpwdt); virtual machines use softdog or virtual i6300esb.
iTCO_wdt,kernel/drivers/watchdog/iTCO_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (iTCO_wdt); virtual machines use softdog or virtual i6300esb.
ib700wdt,kernel/drivers/watchdog/ib700wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (ib700wdt); virtual machines use softdog or virtual i6300esb.
ibmasr,kernel/drivers/watchdog/ibmasr.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (ibmasr); virtual machines use softdog or virtual i6300esb.
ie6xx_wdt,kernel/drivers/watchdog/ie6xx_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (ie6xx_wdt); virtual machines use softdog or virtual i6300esb.
intel_oc_wdt,kernel/drivers/watchdog/intel_oc_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (intel_oc_wdt); virtual machines use softdog or virtual i6300esb.
it8712f_wdt,kernel/drivers/watchdog/it8712f_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (it8712f_wdt); virtual machines use softdog or virtual i6300esb.
it87_wdt,kernel/drivers/watchdog/it87_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (it87_wdt); virtual machines use softdog or virtual i6300esb.
kempld_wdt,kernel/drivers/watchdog/kempld_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (kempld_wdt); virtual machines use softdog or virtual i6300esb.
lenovo_se10_wdt,kernel/drivers/watchdog/lenovo_se10_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (lenovo_se10_wdt); virtual machines use softdog or virtual i6300esb.
lenovo_se30_wdt,kernel/drivers/watchdog/lenovo_se30_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (lenovo_se30_wdt); virtual machines use softdog or virtual i6300esb.
machzwd,kernel/drivers/watchdog/machzwd.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (machzwd); virtual machines use softdog or virtual i6300esb.
max63xx_wdt,kernel/drivers/watchdog/max63xx_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (max63xx_wdt); virtual machines use softdog or virtual i6300esb.
mei_wdt,kernel/drivers/watchdog/mei_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (mei_wdt); virtual machines use softdog or virtual i6300esb.
menf21bmc_wdt,kernel/drivers/watchdog/menf21bmc_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (menf21bmc_wdt); virtual machines use softdog or virtual i6300esb.
menz69_wdt,kernel/drivers/watchdog/menz69_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (menz69_wdt); virtual machines use softdog or virtual i6300esb.
mlx_wdt,kernel/drivers/watchdog/mlx_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (mlx_wdt); virtual machines use softdog or virtual i6300esb.
nct6694_wdt,kernel/drivers/watchdog/nct6694_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (nct6694_wdt); virtual machines use softdog or virtual i6300esb.
ni903x_wdt,kernel/drivers/watchdog/ni903x_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (ni903x_wdt); virtual machines use softdog or virtual i6300esb.
nic7018_wdt,kernel/drivers/watchdog/nic7018_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (nic7018_wdt); virtual machines use softdog or virtual i6300esb.
nv_tco,kernel/drivers/watchdog/nv_tco.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (nv_tco); virtual machines use softdog or virtual i6300esb.
of_xilinx_wdt,kernel/drivers/watchdog/of_xilinx_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (of_xilinx_wdt); virtual machines use softdog or virtual i6300esb.
pc87413_wdt,kernel/drivers/watchdog/pc87413_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (pc87413_wdt); virtual machines use softdog or virtual i6300esb.
pcwd_pci,kernel/drivers/watchdog/pcwd_pci.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (pcwd_pci); virtual machines use softdog or virtual i6300esb.
pcwd_usb,kernel/drivers/watchdog/pcwd_usb.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (pcwd_usb); virtual machines use softdog or virtual i6300esb.
pretimeout_panic,kernel/drivers/watchdog/pretimeout_panic.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (pretimeout_panic); virtual machines use softdog or virtual i6300esb.
rave-sp-wdt,kernel/drivers/watchdog/rave-sp-wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (rave-sp-wdt); virtual machines use softdog or virtual i6300esb.
retu_wdt,kernel/drivers/watchdog/retu_wdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (retu_wdt); virtual machines use softdog or virtual i6300esb.
sbc60xxwdt,kernel/drivers/watchdog/sbc60xxwdt.ko.zst,Yes,Physical Motherboard Watchdogs,Physical motherboard watchdog driver (sbc60xxwdt); virtual machines use softdog or virtual i6300esb.
